,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,OUTAGE.START,OUTAGE.RESTORATION
336,331,2013,11,Indiana,IN,RFC,Central,-0.3,normal,intentional attack,,,2880,,,11.18,9.71,6.72,8.74,2445378,1853663,3839392,8139959,30.0416500869353,22.772387428487,47.1672154614047,2771260,346933,18162,3136356,88.35922962826925,11.061658816792482,0.5790796708026767,43774,48396,0.904496239358625,1.7,5500,287628,1.91219213706593,2.2,6570518,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2013-11-05 10:10:00,2013-11-07 10:10:00
337,332,2010,6,Indiana,IN,RFC,Central,-0.4,normal,severe weather,thunderstorm,,513,,53000,9.47,8.18,5.77,7.59,3044801,2221596,3854047,9121925,33.3789304340915,24.3544646552126,42.2503693025321,2742789,341727,18796,3103313,88.38260916639733,11.011683320374065,0.6056752896017901,43130,47287,0.912090003595068,5.8,5955,279927,2.12734034230353,2.3,6490590,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2010-06-23 17:48:00,2010-06-24 02:21:00
338,333,2008,12,Indiana,IN,RFC,Central,-0.7,cold,system operability disruption,,,35,41,9700,8.63,8,5.55,7.28,3526552,2006800,3589313,9124826,38.6478821623557,21.9927481356905,39.3356870585806,2733128,341154,18099,3092382,88.38261249742109,11.032078184389897,0.585276980657629,43760,48401,0.904113551372905,-1.3,5689,281148,2.02348940771409,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2008-12-30 16:02:00,2008-12-30 16:37:00
339,334,2009,1,Indiana,IN,RFC,Central,-0.7,cold,severe weather,winter storm,,23773,,53700,8.78,8.21,5.85,7.58,3874521,2084470,3468739,9430041,41.0870005761375,22.1045698528776,36.7839227846411,2733611,341437,18264,3093313,88.37162614969775,11.037906606929205,0.5904349155743372,40775,46680,0.873500428449015,-6.8,5315,263380,2.01799681069178,2.3,6459325,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2009-01-28 07:50:00,2009-02-13 20:03:00
340,335,2008,6,Indiana,IN,RFC,Central,-0.5,cold,severe weather,thunderstorm,,10,650,,9.03,7.68,5.35,7.03,2776497,2132198,4116899,9027043,30.7575470727236,23.6201156901546,45.6062854691176,2733128,341154,18099,3092382,88.38261249742109,11.032078184389897,0.585276980657629,43760,48401,0.904113551372905,-1.3,5689,281148,2.02348940771409,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2008-06-22 16:55:00,2008-06-22 17:05:00
341,336,2008,7,Indiana,IN,RFC,Central,-0.4,normal,severe weather,thunderstorm,,3872,,58000,9.16,8.05,5.64,7.4,3345607,2325328,4180769,9853190,33.9545568491017,23.5997478989038,42.4306138418116,2733128,341154,18099,3092382,88.38261249742109,11.032078184389897,0.585276980657629,43760,48401,0.904113551372905,-1.3,5689,281148,2.02348940771409,2.2,6424806,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2008-07-22 03:00:00,2008-07-24 19:32:00
342,337,2010,6,Indiana,IN,RFC,Central,-0.4,normal,system operability disruption,,,23187,500,,9.47,8.18,5.77,7.59,3044801,2221596,3854047,9121925,33.3789304340915,24.3544646552126,42.2503693025321,2742789,341727,18796,3103313,88.38260916639733,11.011683320374065,0.6056752896017901,43130,47287,0.912090003595068,5.8,5955,279927,2.12734034230353,2.3,6490590,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2010-06-01 22:03:00,2010-06-18 00:30:00
343,338,2009,1,Indiana,IN,RFC,Central,-0.7,cold,severe weather,winter storm,,12240,506,75000,8.78,8.21,5.85,7.58,3874521,2084470,3468739,9430041,41.0870005761375,22.1045698528776,36.7839227846411,2733611,341437,18264,3093313,88.37162614969775,11.037906606929205,0.5904349155743372,40775,46680,0.873500428449015,-6.8,5315,263380,2.01799681069178,2.3,6459325,72.44,13.27,1860,1646.9,53.7,7.05,1.46,98.3690280065898,1.62822624931356,0.991213618890719,2009-01-28 06:00:00,2009-02-05 18:00:00
344,339,2014,6,Alabama,AL,SERC,Southeast,0,normal,severe weather,thunderstorm,,390,217,65000,11.82,10.98,6.89,9.75,2865261,2073532,2968669,7907462,36.2349006545969,26.2224718879458,37.5426274574573,2169790,360901,7236,2537927,85.4945788432843,14.2203065730417,0.2851145836739985,37083,49091,0.755393045568434,0.6,5048,179832,2.80706437119089,2.2,4846411,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,2014-06-07 23:00:00,2014-06-08 05:30:00
345,340,2000,,Alabama,AL,SERC,Southeast,,,severe weather,thunderstorm,,,,160000,,,,,,,,,,,,1930037,313017,6252,2262753,85.29596469433474,13.833458623190422,0.2763005948948029,33712,44745,0.753424963683093,1.1,5704,150090,3.80038643480578,2.2,4452173,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,,
346,341,2000,12,Alabama,AL,SERC,Southeast,-0.8,cold,severe weather,tornadoes,,3264,,60000,6.62,6.64,3.72,5.51,2748170,1518728,2715622,7038185,39.0465723762589,21.5784040913957,38.5841236057307,1930037,313017,6252,2262753,85.29596469433474,13.833458623190422,0.2763005948948029,33712,44745,0.753424963683093,1.1,5704,150090,3.80038643480578,2.2,4452173,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,2000-12-16 11:36:00,2000-12-18 18:00:00
347,342,2000,8,Alabama,AL,SERC,Southeast,-0.5,cold,severe weather,,,1230,,75000,7.49,6.95,4.48,6.24,3209690,1906356,3084250,8257127,38.871752850598,23.08740073878,37.3525803829831,1930037,313017,6252,2262753,85.29596469433474,13.833458623190422,0.2763005948948029,33712,44745,0.753424963683093,1.1,5704,150090,3.80038643480578,2.2,4452173,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,2000-08-10 21:30:00,2000-08-11 18:00:00
348,343,2015,7,Alabama,AL,SERC,Southeast,1.2,warm,severe weather,,,803,366,111644,11.9,10.98,6.82,9.91,3575447,2274727,3084203,8934377,40.0189850954353,25.4603874450339,34.5206274595308,2182616,362871,7254,2552741,85.50087925096985,14.214955610459501,0.28416513857065795,37597,49844,0.754293395393628,1.4,4924,178600,2.75699888017917,2.3,4858979,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,2015-07-14 20:00:00,2015-07-15 09:23:00
349,344,2013,4,Alabama,AL,SERC,Southeast,-0.2,normal,intentional attack,,,77,,,11.39,10.31,5.41,8.56,2013734,1702449,2762984,6479167,31.0801373077743,26.2757388411195,42.6441238511062,2158898,358712,7029,2524639,85.51313672964729,14.208447227504607,0.2784160428481062,36865,48396,0.761736507149351,0.5,5199,178205,2.91742655929968,2.2,4830533,59.04,10.39,1278.5,988.7,40.4,4.36,0.99,96.6138878290729,3.38611217092713,2.01831362075544,2013-04-17 15:36:00,2013-04-17 16:53:00
350,345,2014,6,Mississippi,MS,SERC,South,0,normal,intentional attack,vandalism,,30,,,11.65,10.76,7.22,9.95,1547047,1259674,1344819,4151539,37.2644217000009,30.3423381064227,32.3932642810293,1263583,230416,10922,1504921,83.96341070395057,15.310836914362946,0.7257523816864806,31651,49091,0.64474139862704,-0.4,2807,94766,2.96203279657261,1,2993443,49.35,21.73,1324,1301.4,32.8,2.36,1.06,96.8842913776016,3.11570862239841,1.58779319458209,2014-06-11 16:00:00,2014-06-11 16:30:00
351,346,2011,5,Mississippi,MS,SERC,South,-0.4,normal,system operability disruption,transmission interruption,,300,30,10000,10.7,9.74,6.22,8.81,1270836,1105576,1323377,3699788,34.3488870173102,29.8821445985554,35.7689954127101,1251640,226136,6931,1484707,84.30215524005746,15.231018645429703,0.46682611451282985,31111,47586,0.653784726600261,-0.9,2773,92662,2.99259674947659,1,2977999,49.35,21.73,1324,1301.4,32.8,2.36,1.06,96.8842913776016,3.11570862239841,1.58779319458209,2011-05-26 01:00:00,2011-05-26 06:00:00
352,347,2014,5,Mississippi,MS,SERC,South,-0.1,normal,intentional attack,,,1,,,11.92,10.84,6.22,9.44,1160700,1104818,1375455,3640973,31.8788411778939,30.3440316640634,37.7771271580426,1263583,230416,10922,1504921,83.96341070395057,15.310836914362946,0.7257523816864806,31651,49091,0.64474139862704,-0.4,2807,94766,2.96203279657261,1,2993443,49.35,21.73,1324,1301.4,32.8,2.36,1.06,96.8842913776016,3.11570862239841,1.58779319458209,2014-05-08 01:00:00,2014-05-08 01:01:00
353,348,2015,5,Mississippi,MS,SERC,South,0.8,warm,intentional attack,sabotage,,5,0,0,12.2,10.96,6.31,9.61,1163386,1082136,1356705,3602227,32.2962989284129,30.0407497917261,37.662951279861,1270397,231388,10860,1512645,83.98513861481048,15.29691368430795,0.7179477008815683,31894,49844,0.639876414412968,0.8,2760,94675,2.91523633482968,1,2992333,49.35,21.73,1324,1301.4,32.8,2.36,1.06,96.8842913776016,3.11570862239841,1.58779319458209,2015-05-12 00:40:00,2015-05-12 00:45:00
354,349,2011,5,Illinois,IL,RFC,Central,-0.4,normal,intentional attack,vandalism,,1450,0,0,12.37,8.84,6.35,9.03,3107957,3935978,3577850,10661657,29.1507877246473,36.9171321118284,33.5581045235276,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-05-24 09:00:00,2011-05-25 09:10:00
355,350,2010,6,Illinois,IL,RFC,Central,-0.4,normal,severe weather,,,2680,,300000,12.7,9.19,6.66,9.64,4327167,4393958,3751808,12512370,34.5831125518187,35.1169123035844,29.9847910507761,5070056,578768,5991,5654819,89.65903241111695,10.234951817202283,0.10594503555286208,50290,47287,1.06350582612557,0.6,11860,645733,1.83667243272374,4.4,12841249,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2010-06-23 17:00:00,2010-06-25 13:40:00
356,351,2000,5,Illinois,IL,SERC,Central,-0.7,cold,severe weather,heavy wind,,,,101830,9.23,7.38,5.2,6.94,2700772,3589025,3310657,10513961,25.6874835278541,34.1358028624987,31.4881993570263,4748863,493670,5009,5282401,89.89970659175628,9.345560853861718,0.09482430432676353,49276,44745,1.10126271091742,2.8,15815,612709,2.58116006130153,5.8,12434161,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2000-05-18 18:00:00,
357,352,2007,8,Illinois,IL,RFC,Central,-0.6,cold,severe weather,storm,,7609,,629590,10.29,8.75,7.11,8.9,5602646,5049910,3890321,14587244,38.407844552404796,34.6186709429142,26.6693352082134,5065123,579121,5889,5650142,89.64594164182068,10.249671601173919,0.10422746897334614,53015,49126,1.07916378292554,0.6,12146,673075,1.80455372729636,4.6,12695866,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2007-08-23 16:00:00,2007-08-28 22:49:00
358,353,2012,6,Illinois,IL,RFC,Central,-0.1,normal,severe weather,thunderstorm,,150,,109000,11.24,7.76,5.67,8.36,4530627,4486977,3818273,12880287,35.1748916774913,34.8360017133159,29.6443161553776,5098647,590142,6042,5694834,89.53109080967066,10.362760354384342,0.10609615662194895,52264,48156,1.08530608854556,2.1,12277,672840,1.82465370667618,4.7,12875167,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2012-06-29 23:30:00,2012-06-30 02:00:00
359,354,2010,10,Illinois,IL,RFC,Central,-1.5,cold,severe weather,thunderstorm,,3000,,192106,12.22,8.87,6.61,9.02,2957068,4102193,3644454,10746745,27.5159408732598,38.1714928566743,33.9121659628101,5070056,578768,5991,5654819,89.65903241111695,10.234951817202283,0.10594503555286208,50290,47287,1.06350582612557,0.6,11860,645733,1.83667243272374,4.4,12841249,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2010-10-26 09:00:00,2010-10-28 11:00:00
360,355,2012,7,Illinois,IL,RFC,Central,0.1,normal,severe weather,thunderstorm,,420,,181000,10.81,7.98,5.85,8.55,6329758,5057892,4200105,15636182,40.4814807092934,32.3473594768851,26.8614486579908,5098647,590142,6042,5694834,89.53109080967066,10.362760354384342,0.10609615662194895,52264,48156,1.08530608854556,2.1,12277,672840,1.82465370667618,4.7,12875167,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2012-07-18 23:00:00,2012-07-19 06:00:00
361,356,2013,11,Illinois,IL,RFC,Central,-0.3,normal,severe weather,thunderstorm,,479,,190000,10.61,8.04,5.79,8.12,3492923,3872093,3551225,10953971,31.8872763128549,35.348760737088,32.419521651098,5120607,596672,6498,5723781,89.46196578799923,10.424437972032823,0.11352635609224043,51812,48396,1.0705843458137,-0.9,12161,667880,1.82083607833743,4.6,12889580,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2013-11-17 14:31:00,2013-11-17 22:30:00
362,357,2006,10,Illinois,IL,RFC,Central,0.7,warm,severe weather,thunderstorm,,1680,,471932,8.73,8.1,4.72,7.15,3179371,4196418,3672797,11093533,28.6596794727162,37.8276064081659,33.1075501375441,5020608,568400,6513,5595528,89.72536639973922,10.158111977993855,0.11639652236571778,52683,48909,1.07716371220021,2.4,11611,666120,1.74307932504654,4.6,12643955,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2006-10-02 14:00:00,2006-10-03 18:00:00
363,358,2010,6,Illinois,IL,RFC,Central,-0.4,normal,severe weather,,,2700,,400000,12.7,9.19,6.66,9.64,4327167,4393958,3751808,12512370,34.5831125518187,35.1169123035844,29.9847910507761,5070056,578768,5991,5654819,89.65903241111695,10.234951817202283,0.10594503555286208,50290,47287,1.06350582612557,0.6,11860,645733,1.83667243272374,4.4,12841249,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2010-06-18 16:00:00,2010-06-20 13:00:00
364,359,2005,6,Illinois,IL,RFC,Central,0.2,normal,equipment failure,transmission interruption,,149,350,51500,8.88,8.24,4.68,7.31,4465607,4688796,4282795,13479208,33.1295948545345,34.7853968868201,31.7733430628862,5008031,566595,6786,5581420,89.72682578985275,10.151448914433962,0.1215819630129967,51447,48090,1.06980661260137,1.5,11637,648737,1.79379317042191,4.7,12609903,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2005-06-24 20:37:00,2005-06-24 23:06:00
365,360,2011,6,Illinois,IL,RFC,Central,-0.3,normal,severe weather,,,1110,,121000,12.06,9,6.68,9.3,4055735,4307399,3750037,12154984,33.3668477062578,35.4373070338883,30.8518464524511,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-06-30 22:30:00,2011-07-01 17:00:00
366,361,2014,6,Illinois,IL,RFC,Central,0,normal,severe weather,thunderstorm,,2790,,420000,12.15,9.45,6.74,9.51,4095842,4364200,3721963,12223612,33.5076244239428,35.7030311498762,30.4489622216412,5145022,600246,6098,5751369,89.4573448512867,10.436576056935314,0.10602693028390284,52359,49091,1.06657024709213,1.1,11765,674419,1.74446449462426,4.7,12882189,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2014-06-30 20:00:00,2014-07-02 18:30:00
367,362,2009,6,Illinois,IL,SERC,Central,0.4,normal,severe weather,storm,,659,,245000,11.4,9.12,7,9.28,4063311,4394984,3443122,11937603,34.0379136414572,36.816302234209,28.8426579439775,5074861,575801,5893,5656559,89.71639825554723,10.179351086057796,0.10417994402604128,50010,46680,1.07133676092545,-3.1,11136,639965,1.74009516145414,4.6,12796778,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2009-06-19 13:00:00,2009-06-19 23:59:00
368,363,2004,8,Illinois,IL,RFC,Central,0.6,warm,severe weather,storm,,1320,127,127000,9.05,8.23,5.4,7.56,4084075,4166782,4099850,12389743,32.9633552528087,33.6308993657092,33.090678313505,4921448,544459,18318,5484232,89.73814382761341,9.927716405870504,0.3340121278603823,50674,47037,1.07732210812764,2.2,12400,637979,1.94363764324531,4.6,12589773,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2004-08-03 21:00:00,2004-08-04 19:00:00
369,364,2011,7,Illinois,IL,RFC,Central,-0.3,normal,severe weather,,,1830,,169000,11.91,8.8,6.5,9.43,5911006,4889514,3912961,14759220,40.0495825660164,33.1285393130531,26.5119769201896,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-07-23 02:30:00,2011-07-24 09:00:00
370,365,2012,7,Illinois,IL,RFC,Central,0.1,normal,severe weather,thunderstorm,,3000,,320000,10.81,7.98,5.85,8.55,6329758,5057892,4200105,15636182,40.4814807092934,32.3473594768851,26.8614486579908,5098647,590142,6042,5694834,89.53109080967066,10.362760354384342,0.10609615662194895,52264,48156,1.08530608854556,2.1,12277,672840,1.82465370667618,4.7,12875167,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2012-07-01 13:00:00,2012-07-03 15:00:00
371,366,2000,,Illinois,IL,SERC,Central,,,severe weather,wildfire,,,,11000,,,,,,,,,,,,4748863,493670,5009,5282401,89.89970659175628,9.345560853861718,0.09482430432676353,49276,44745,1.10126271091742,2.8,15815,612709,2.58116006130153,5.8,12434161,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,,
372,367,2012,7,Illinois,IL,RFC,Central,0.1,normal,severe weather,thunderstorm,,870,,330000,10.81,7.98,5.85,8.55,6329758,5057892,4200105,15636182,40.4814807092934,32.3473594768851,26.8614486579908,5098647,590142,6042,5694834,89.53109080967066,10.362760354384342,0.10609615662194895,52264,48156,1.08530608854556,2.1,12277,672840,1.82465370667618,4.7,12875167,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2012-07-24 07:30:00,2012-07-24 22:00:00
373,368,2008,5,Illinois,IL,RFC,Central,-0.7,cold,severe weather,storm,,810,,109000,11.6,9.12,7.01,9.04,2902619,4005532,3752726,10700552,27.1258809825886,37.4329473843966,35.0703963683369,5098579,586611,6016,5691210,89.58690682649208,10.307316018913378,0.10570687077089055,51621,48401,1.06652755108366,-2.6,12400,658018,1.88444693002319,4.5,12747038,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2008-05-30 09:30:00,2008-05-30 23:00:00
374,369,2013,6,Illinois,IL,RFC,Central,-0.2,normal,severe weather,thunderstorm,,1336,,283451,10.57,8.03,6.03,8.24,3819583,4257938,3567989,11688135,32.6791485553512,36.4295758048654,30.5265895713901,5120607,596672,6498,5723781,89.46196578799923,10.424437972032823,0.11352635609224043,51812,48396,1.0705843458137,-0.9,12161,667880,1.82083607833743,4.6,12889580,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2013-06-24 19:30:00,2013-06-25 17:46:00
375,370,2011,6,Illinois,IL,RFC,Central,-0.3,normal,severe weather,thunderstorm,,1695,,300000,12.06,9,6.68,9.3,4055735,4307399,3750037,12154984,33.3668477062578,35.4373070338883,30.8518464524511,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-06-21 21:45:00,2011-06-23 02:00:00
376,371,2003,7,Illinois,IL,SERC,Central,0.1,normal,severe weather,thunderstorm,,360,,72000,9.06,7.95,5.31,7.61,4797690,4666089,3673394,13175400,36.4139988159752,35.4151600710415,27.8807019141734,4900412,550038,7347,5457799,89.78733002076478,10.078018629854268,0.134614704572301,49579,45858,1.0811417855118,1.3,11973,622516,1.92332405914065,4.7,12556006,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2003-07-07 09:00:00,2003-07-07 15:00:00
377,372,2013,8,Illinois,IL,RFC,Central,-0.3,normal,severe weather,thunderstorm,,360,,157000,10.73,8.42,6.1,8.54,4703031,4646543,3939018,13339394,35.2567065640313,34.8332390511893,29.5292124964597,5120607,596672,6498,5723781,89.46196578799923,10.424437972032823,0.11352635609224043,51812,48396,1.0705843458137,-0.9,12161,667880,1.82083607833743,4.6,12889580,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2013-08-30 19:30:00,2013-08-31 01:30:00
378,373,2011,4,Illinois,IL,SERC,Central,-0.5,cold,severe weather,,,120,,80000,11.88,8.65,6.33,8.78,3012842,3779851,3574313,10403395,28.9601807871373,36.3328605709963,34.3571785941032,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-04-19 20:00:00,2011-04-19 22:00:00
379,374,2008,8,Illinois,IL,RFC,Central,-0.3,normal,severe weather,,,3000,,653000,11.24,9.69,7.79,9.65,4621272,4716174,4006514,13391265,34.50960010126,35.2182859498337,29.9188612875632,5098579,586611,6016,5691210,89.58690682649208,10.307316018913378,0.10570687077089055,51621,48401,1.06652755108366,-2.6,12400,658018,1.88444693002319,4.5,12747038,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2008-08-04 18:00:00,2008-08-06 20:00:00
380,375,2011,8,Illinois,IL,RFC,Central,-0.6,cold,severe weather,,,1290,,71500,11.55,9.16,6.85,9.35,5168270,4830347,4131584,14172569,36.4667125628388,34.0823671417652,29.1519766105919,5089449,587337,5843,5682632,89.56147433090862,10.335650804064032,0.10282207258889894,51172,47586,1.07535829865927,1.8,12062,658012,1.83309726874282,4.6,12861882,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2011-08-02 21:30:00,2011-08-03 19:00:00
381,376,2004,7,Illinois,IL,RFC,Central,0.5,warm,severe weather,thunderstorm,,1530,200,200000,9.13,8.2,5.04,7.53,4554788,4447250,4117540,13156935,34.6189139035801,33.8015654861866,31.2955867000939,4921448,544459,18318,5484232,89.73814382761341,9.927716405870504,0.3340121278603823,50674,47037,1.07732210812764,2.2,12400,637979,1.94363764324531,4.6,12589773,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2004-07-21 17:30:00,2004-07-22 19:00:00
382,377,2006,3,Illinois,IL,RFC,Central,-0.4,normal,severe weather,,,2370,200,65400,7.91,7.43,4.31,6.54,3646834,4137882,3853899,11686951,31.2043235228761,35.4060011032818,32.9760858927192,5020608,568400,6513,5595528,89.72536639973922,10.158111977993855,0.11639652236571778,52683,48909,1.07716371220021,2.4,11611,666120,1.74307932504654,4.6,12643955,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2006-03-12 20:30:00,2006-03-14 12:00:00
383,378,2007,12,Illinois,IL,RFC,Central,-1.3,cold,severe weather,storm,,1200,,237000,9.71,8.89,6.36,8.45,4423182,4196054,3475388,12148127,36.4104030193296,34.5407485450226,28.6084266323525,5065123,579121,5889,5650142,89.64594164182068,10.249671601173919,0.10422746897334614,53015,49126,1.07916378292554,0.6,12146,673075,1.80455372729636,4.6,12695866,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2007-12-23 01:00:00,2007-12-23 21:00:00
384,379,2007,7,Illinois,IL,RFC,Central,-0.4,normal,severe weather,,,1200,300,135000,9.89,8.63,6.79,8.56,5048009,4678486,3906172,13677722,36.9067963217852,34.2051549227276,28.5586444877298,5065123,579121,5889,5650142,89.64594164182068,10.249671601173919,0.10422746897334614,53015,49126,1.07916378292554,0.6,12146,673075,1.80455372729636,4.6,12695866,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2007-07-18 18:00:00,2007-07-19 14:00:00
385,380,2015,8,Illinois,IL,RFC,Central,1.4,warm,severe weather,,,90,,115000,12.42,9.05,6.65,9.59,4666725,4684697,3621918,13015252,35.8558174670763,35.9939016163498,27.8282587229198,5172653,603187,5997,5781840,89.4637866146417,10.43244019204959,0.10372130671205014,53640,49844,1.07615761174866,2.4,11609,690811,1.68048858515571,4.6,12859995,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2015-08-03 00:30:00,2015-08-03 02:00:00
386,381,2003,11,Illinois,IL,RFC,Central,0.3,normal,severe weather,heavy wind,,120,371,51000,8.12,6.84,4.61,6.47,2945992,3896570,3346568,10223608,28.815580566078,38.1134527067157,32.7337276624847,4900412,550038,7347,5457799,89.78733002076478,10.078018629854268,0.134614704572301,49579,45858,1.0811417855118,1.3,11973,622516,1.92332405914065,4.7,12556006,88.49,8.52,2877.6,1759.5,28.6,7.11,1.12,95.864557792589,4.13544220741099,1.41589253030355,2003-11-12 17:00:00,2003-11-12 19:00:00
